Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Estimating observation error covariance matrix of seismic data from a perspective of image denoising,Computational Geosciences,,,,10.1007/s10596-016-9605-0,Xiaodong LuoTuhin Bhakta,2016,https://link.springer.com/article/10.1007/s10596-016-9605-0,Article
A unified formulation for generalized oilfield development optimization,Computational Geosciences,,,,10.1007/s10596-016-9594-z,Shiva NavabiReza KhaninezhadBehnam Jafarpour,2016,https://link.springer.com/article/10.1007/s10596-016-9594-z,Article
Evaluation of complex petroleum reservoirs based on data mining methods,Computational Geosciences,,,,10.1007/s10596-016-9601-4,Fengqi TanGang LuoDuojun WangYangkang Chen,2016,https://link.springer.com/article/10.1007/s10596-016-9601-4,Article
Coarse-scale data assimilation as a generic alternative to localization,Computational Geosciences,,,,10.1007/s10596-016-9602-3,Kristian FossumTrond Mannseth,2016,https://link.springer.com/article/10.1007/s10596-016-9602-3,Article
Probabilistic domain decomposition for the solution of the two-dimensional magnetotelluric problem,Computational Geosciences,,,,10.1007/s10596-016-9598-8,Alexander BihloColin G. FarquharsonRonald D. HaynesJ Concepción Loredo-Osti,2016,https://link.springer.com/article/10.1007/s10596-016-9598-8,Article
Localization and regularization for iterative ensemble smoothers,Computational Geosciences,,,,10.1007/s10596-016-9599-7,Yan ChenDean S. Oliver,2016,https://link.springer.com/article/10.1007/s10596-016-9599-7,Article
Efficient water table evolution discretization using domain transformation,Computational Geosciences,,,,10.1007/s10596-016-9597-9,W. M. BoonN. BalbariniP. J. BinningJ. M. Nordbotten,2016,https://link.springer.com/article/10.1007/s10596-016-9597-9,Article
Acceleration strategies for elastic full waveform inversion workflows in 2D and 3D,Computational Geosciences,,,,10.1007/s10596-016-9593-0,Jean KormannJuan E. RodríguezMiguel FerrerAlbert FarrésNatalia GutiérrezJosep de la PuenteMauricio HanzichJosé M. Cela,2016,https://link.springer.com/article/10.1007/s10596-016-9593-0,Article
A reactive transport simulator for variable porosity problems,Computational Geosciences,,,,10.1007/s10596-016-9596-x,Fabien GeorgetJean H. PrévostBruno Huet,2016,https://link.springer.com/article/10.1007/s10596-016-9596-x,Article
Joint hydrogeophysical inversion: state estimation for seawater intrusion models in 3D,Computational Geosciences,,,,10.1007/s10596-016-9595-y,Klara SteklovaEldad Haber,2016,https://link.springer.com/article/10.1007/s10596-016-9595-y,Article
A stochastic inversion workflow for monitoring the distribution of CO<sub>2</sub> injected into deep saline aquifers,Computational Geosciences,,,,10.1007/s10596-016-9590-3,Lorenzo PerozziErwan GloaguenBernard GirouxKlaus Holliger,2016,https://link.springer.com/article/10.1007/s10596-016-9590-3,Article
Multi-fidelity meta-modeling for reservoir engineering - application to history matching,Computational Geosciences,,,,10.1007/s10596-016-9587-y,Arthur ThenonVéronique GervaisMickaële Le Ravalec,2016,https://link.springer.com/article/10.1007/s10596-016-9587-y,Article
A quadrature-free method for simulation and inversion of 1.5D direct current (DC) borehole measurements,Computational Geosciences,,,,10.1007/s10596-016-9592-1,Sergio RojasIgnacio MugaDavid Pardo,2016,https://link.springer.com/article/10.1007/s10596-016-9592-1,Article
"Post-injection trapping of mobile CO<sub>
                <b>2</b>
              </sub> in deep aquifers: Assessing the importance of model and parameter uncertainties",Computational Geosciences,,,,10.1007/s10596-016-9588-x,JC. ManceauJ. Rohmer,2016,https://link.springer.com/article/10.1007/s10596-016-9588-x,Article
"Shallow-water simulations by a well-balanced WAF finite volume method: a case study to the great flood in 2011, Thailand",Computational Geosciences,,,,10.1007/s10596-016-9589-9,Thida PongsanguansinMontri MaleewongKhamron Mekchay,2016,https://link.springer.com/article/10.1007/s10596-016-9589-9,Article
Bayesian estimation of reservoir properties—effects of uncertainty quantification of 4D seismic data,Computational Geosciences,,,,10.1007/s10596-016-9585-0,Kjersti Solberg EikremGeir NævdalMorten JakobsenYan Chen,2016,https://link.springer.com/article/10.1007/s10596-016-9585-0,Article
A semi-implicit method for incompressible three-phase flow in porous media,Computational Geosciences,,,,10.1007/s10596-016-9583-2,Justin DongBéatrice Rivière,2016,https://link.springer.com/article/10.1007/s10596-016-9583-2,Article
"Pore-scale modelling techniques: balancing efficiency, performance, and robustness",Computational Geosciences,,,,10.1007/s10596-016-9586-z,Vahid Joekar-Niasar,2016,https://link.springer.com/article/10.1007/s10596-016-9586-z,Article
Well placement optimization subject to realistic field development constraints,Computational Geosciences,,,,10.1007/s10596-016-9584-1,Mansoureh JesmaniMathias C. BelloutRemus HaneaBjarne Foss,2016,https://link.springer.com/article/10.1007/s10596-016-9584-1,Article
X-ray computed microtomography—a useful tool for petrophysical properties determination,Computational Geosciences,,,,10.1007/s10596-016-9582-3,Jadwiga A. JarzynaPaulina I. KrakowskaEdyta PuskarczykKamila Wawrzyniak-GuzJakub BieleckiKonrad TkoczJacek TarasiukSebastian WrońskiMarek Dohnalik,2016,https://link.springer.com/article/10.1007/s10596-016-9582-3,Article
Convergence of iterative coupling of geomechanics with flow in a fractured poroelastic medium,Computational Geosciences,,,,10.1007/s10596-016-9573-4,Vivette GiraultKundan KumarMary F. Wheeler,2016,https://link.springer.com/article/10.1007/s10596-016-9573-4,Article
Numerical evaluation of mean-field homogenisation methods for predicting shale elastic response,Computational Geosciences,,,,10.1007/s10596-016-9579-y,M. GoodarziM. RouainiaA. C. Aplin,2016,https://link.springer.com/article/10.1007/s10596-016-9579-y,Article
Quantifying initial and wind forcing uncertainties in the Gulf of Mexico,Computational Geosciences,,,,10.1007/s10596-016-9581-4,Guotu LiMohamed IskandaraniMatthieu Le HénaffJustin WinokurOlivier P. Le MaîtreOmar M. Knio,2016,https://link.springer.com/article/10.1007/s10596-016-9581-4,Article
OpenMP and CUDA simulations of Sella Zerbino Dam break on unstructured grids,Computational Geosciences,,,,10.1007/s10596-016-9580-5,G. PetacciaF. LeporatiE. Torti,2016,https://link.springer.com/article/10.1007/s10596-016-9580-5,Article
Determination of lower and upper bounds of predicted production from history-matched models,Computational Geosciences,,,,10.1007/s10596-016-9576-1,G. M. van EssenS. KahrobaeiH. van OeverenP. M. J. Van den HofJ. D. Jansen,2016,https://link.springer.com/article/10.1007/s10596-016-9576-1,Article
Oxidation wave structure and oxygen breakthrough for air injection into light oil reservoirs,Computational Geosciences,,,,10.1007/s10596-016-9578-z,F. P. SantosA. A. MailybaevD. Marchesin,2016,https://link.springer.com/article/10.1007/s10596-016-9578-z,Article
Quantifying the uncertainty in the spatial layout of rock type domains in an iron ore deposit,Computational Geosciences,,,,10.1007/s10596-016-9574-3,Mohammad MalekiXavier EmeryAlejandro CáceresDiniz RibeiroEvandro Cunha,2016,https://link.springer.com/article/10.1007/s10596-016-9574-3,Article
Prediction of porosity and water saturation using pre-stack seismic attributes: a comparison of Bayesian inversion and computational intelligence methods,Computational Geosciences,,,,10.1007/s10596-016-9577-0,Hadi FattahiSadegh Karimpouli,2016,https://link.springer.com/article/10.1007/s10596-016-9577-0,Article
A new methodology for computing ionic profiles and disjoining pressure in swelling porous media,Computational Geosciences,,,,10.1007/s10596-016-9572-5,Aline C. RochaMarcio A. MuradChristian MoyneSaulo P. OliveiraTien D. Le,2016,https://link.springer.com/article/10.1007/s10596-016-9572-5,Article
Interpretation of well-cell pressures on hexagonal grids in numerical reservoir simulation,Computational Geosciences,,,,10.1007/s10596-016-9575-2,Ivar Aavatsmark,2016,https://link.springer.com/article/10.1007/s10596-016-9575-2,Article
Multiscale model reduction for shale gas transport in fractured media,Computational Geosciences,,,,10.1007/s10596-016-9571-6,I. Y. AkkutluYalchin EfendievMaria Vasilyeva,2016,https://link.springer.com/article/10.1007/s10596-016-9571-6,Article
A phase-field method for the direct simulation of two-phase flows in pore-scale media using a non-equilibrium wetting boundary condition,Computational Geosciences,,,,10.1007/s10596-015-9551-2,Faruk O. AlpakBeatrice RiviereFlorian Frank,2016,https://link.springer.com/article/10.1007/s10596-015-9551-2,Article
Fast linearized forecasts for subsurface flow data assimilation with ensemble Kalman filter,Computational Geosciences,,,,10.1007/s10596-016-9570-7,Mohammadali TarrahiSiavash Hakim ElahiBehnam Jafarpour,2016,https://link.springer.com/article/10.1007/s10596-016-9570-7,Article
Ordering-based nonlinear solver for fully-implicit simulation of three-phase flow,Computational Geosciences,,,,10.1007/s10596-015-9505-8,François P. HamonHamdi A. Tchelepi,2016,https://link.springer.com/article/10.1007/s10596-015-9505-8,Article
Selected contributions from the 14th European Conference on the Mathematics of Oil Recovery (ECMOR XIV),Computational Geosciences,,,,10.1007/s10596-016-9568-1,Alberto Cominelli,2016,https://link.springer.com/article/10.1007/s10596-016-9568-1,Article
Ordering-based nonlinear solver for fully-implicit simulation of three-phase flow,Computational Geosciences,,,,10.1007/s10596-016-9569-0,François P. HamonHamdi A. Tchelepi,2016,https://link.springer.com/article/10.1007/s10596-016-9569-0,Article
An evolutionary system for exploitation of fractured geothermal reservoirs,Computational Geosciences,,,,10.1007/s10596-015-9552-1,Mauro CastelliAlessio Fumagalli,2016,https://link.springer.com/article/10.1007/s10596-015-9552-1,Article
Optimal experimental design for reservoir property estimates in geothermal exploration,Computational Geosciences,,,,10.1007/s10596-016-9565-4,Ralf SeidlerKateryna PadalkinaH. Martin BückerAnozie EbigboMichael HertyGabriele MarquartJan Niederau,2016,https://link.springer.com/article/10.1007/s10596-016-9565-4,Article
Interpretation of well-cell pressures on stretched hexagonal grids in numerical reservoir simulation,Computational Geosciences,,,,10.1007/s10596-016-9567-2,Ivar Aavatsmark,2016,https://link.springer.com/article/10.1007/s10596-016-9567-2,Article
A multiobjective steepest descent method with applications to optimal well control,Computational Geosciences,,,,10.1007/s10596-016-9562-7,Xin LiuAlbert C. Reynolds,2016,https://link.springer.com/article/10.1007/s10596-016-9562-7,Article
A study on iterative methods for solving Richards’ equation,Computational Geosciences,,,,10.1007/s10596-016-9566-3,Florian ListFlorin A. Radu,2016,https://link.springer.com/article/10.1007/s10596-016-9566-3,Article
Model reduction and discretization using hybrid finite volumes for flow in porous media containing faults,Computational Geosciences,,,,10.1007/s10596-016-9558-3,Isabelle FailleAlessio FumagalliJérôme JaffréJean E. Roberts,2016,https://link.springer.com/article/10.1007/s10596-016-9558-3,Article
"An energy stable evolution method for simulating two-phase equilibria of multi-component fluids at constant moles, volume and temperature",Computational Geosciences,,,,10.1007/s10596-016-9564-5,Jisheng KouShuyu SunXiuhua Wang,2016,https://link.springer.com/article/10.1007/s10596-016-9564-5,Article
Uncertainty quantification in numerical simulation of particle-laden flows,Computational Geosciences,,,,10.1007/s10596-016-9563-6,Gabriel M. GuerraSouleymane ZioJose J. CamataJonas DiasRenato N. EliasMarta MattosoPaulo L. B. ParaizoAlvaro L. G. A. CoutinhoFernando A. Rochinha,2016,https://link.springer.com/article/10.1007/s10596-016-9563-6,Article
Generalized field-development optimization with well-control zonation,Computational Geosciences,,,,10.1007/s10596-016-9559-2,Abeeb A. Awotunde,2016,https://link.springer.com/article/10.1007/s10596-016-9559-2,Article
Finite-difference strategy for elastic wave modelling on curved staggered grids,Computational Geosciences,,,,10.1007/s10596-016-9561-8,C. A. Pérez SolanoD. DonnoH. Chauris,2016,https://link.springer.com/article/10.1007/s10596-016-9561-8,Article
Quantifying fracture geometry with X-ray tomography: Technique of Iterative Local Thresholding (TILT) for 3D image segmentation,Computational Geosciences,,,,10.1007/s10596-016-9560-9,Hang DengJeffrey P. FittsCatherine A. Peters,2016,https://link.springer.com/article/10.1007/s10596-016-9560-9,Article
Discrete fracture model for coupled flow and geomechanics,Computational Geosciences,,,,10.1007/s10596-015-9554-z,T. T. GaripovM. Karimi-FardH. A. Tchelepi,2016,https://link.springer.com/article/10.1007/s10596-015-9554-z,Article
The temperature-based localization for the application of EnKF on automatic history matching of the SAGD process,Computational Geosciences,,,,10.1007/s10596-016-9557-4,Yingchao HuangFanhua Zeng,2016,https://link.springer.com/article/10.1007/s10596-016-9557-4,Article
On a universal structure for immiscible three-phase flow in virgin reservoirs,Computational Geosciences,,,,10.1007/s10596-016-9556-5,Pablo CastañedaEduardo AbreuFrederico FurtadoDan Marchesin,2016,https://link.springer.com/article/10.1007/s10596-016-9556-5,Article
On nonequilibrium models of spontaneous countercurrent imbibition,Computational Geosciences,,,,10.1007/s10596-015-9555-y,Prosper K. TorsuSaman A. Aryana,2016,https://link.springer.com/article/10.1007/s10596-015-9555-y,Article
Reduction of computing time for least-squares migration based on the Helmholtz equation by graphics processing units,Computational Geosciences,,,,10.1007/s10596-015-9546-z,H. KnibbeC. VuikC. W. Oosterlee,2015,https://link.springer.com/article/10.1007/s10596-015-9546-z,Article
Multiphase lattice Boltzmann simulations for porous media applications,Computational Geosciences,,,,10.1007/s10596-015-9542-3,Haihu LiuQinjun KangChristopher R. LeonardiSebastian SchmieschekAriel NarváezBruce D. JonesJohn R. WilliamsAlbert J. ValocchiJens Harting,2015,https://link.springer.com/article/10.1007/s10596-015-9542-3,Article
Complex geology estimation using the iterative adaptive Gaussian mixture filter,Computational Geosciences,,,,10.1007/s10596-015-9553-0,Bogdan SebacherAndreas StordalRemus Hanea,2015,https://link.springer.com/article/10.1007/s10596-015-9553-0,Article
Robust simulation of sharp-interface models for fast estimation of CO<sub>2</sub> trapping capacity in large-scale aquifer systems,Computational Geosciences,,,,10.1007/s10596-015-9549-9,Halvor Møll NilsenKnut-Andreas LieOdd Andersen,2015,https://link.springer.com/article/10.1007/s10596-015-9549-9,Article
A generalized cubic equation of state with application to pure CO<sub>2</sub> injection in aquifers,Computational Geosciences,,,,10.1007/s10596-015-9537-0,Ivar AavatsmarkBawfeh Kingsley KometaSarah E. GasdaTor Harald SandveHalvor Møll Nilsen,2015,https://link.springer.com/article/10.1007/s10596-015-9537-0,Article
Sensitivity of HF radar-derived surface current self-organizing maps to various processing procedures and mesoscale wind forcing,Computational Geosciences,,,,10.1007/s10596-015-9550-3,Ivica VilibićHrvoje KalinićHrvoje MihanovićSimone CosoliMartina TudorNedjeljka žagarBlaž Jesenko,2015,https://link.springer.com/article/10.1007/s10596-015-9550-3,Article
Regularization of geophysical ill-posed problems by iteratively re-weighted and refined least squares,Computational Geosciences,,,,10.1007/s10596-015-9544-1,Ali GholamiHamzeh Mohammadi Gheymasi,2015,https://link.springer.com/article/10.1007/s10596-015-9544-1,Article
Beyond dual-porosity modeling for the simulation of complex flow mechanisms in shale reservoirs,Computational Geosciences,,,,10.1007/s10596-015-9548-x,Bicheng YanYuhe WangJohn E. Killough,2015,https://link.springer.com/article/10.1007/s10596-015-9548-x,Article
Fully-implicit simulation of vertical-equilibrium models with hysteresis and capillary fringe,Computational Geosciences,,,,10.1007/s10596-015-9547-y,Halvor Møll NilsenKnut-Andreas LieOdd Andersen,2015,https://link.springer.com/article/10.1007/s10596-015-9547-y,Article
An embedded fracture modeling framework for simulation of hydraulic fracturing and shear stimulation,Computational Geosciences,,,,10.1007/s10596-015-9543-2,Jack H. NorbeckMark W. McClureJonathan W. LoRoland N. Horne,2015,https://link.springer.com/article/10.1007/s10596-015-9543-2,Article
Towards a hierarchical parametrization to address prior uncertainty in ensemble-based data assimilation,Computational Geosciences,,,,10.1007/s10596-015-9545-0,Alexandre Anozé Emerick,2015,https://link.springer.com/article/10.1007/s10596-015-9545-0,Article
Phase-field modeling of a fluid-driven fracture in a poroelastic medium,Computational Geosciences,,,,10.1007/s10596-015-9532-5,A. MikelićM. F. WheelerT. Wick,2015,https://link.springer.com/article/10.1007/s10596-015-9532-5,Article
Integration of Markov mesh models and data assimilation techniques in complex reservoirs,Computational Geosciences,,,,10.1007/s10596-015-9540-5,M. PanzeriE. L. Della RossaL. DoveraM. RivaA. Guadagnini,2015,https://link.springer.com/article/10.1007/s10596-015-9540-5,Article
High order discontinuous Galerkin method for simulating miscible flooding in porous media,Computational Geosciences,,,,10.1007/s10596-015-9541-4,Jizhou LiBeatrice Riviere,2015,https://link.springer.com/article/10.1007/s10596-015-9541-4,Article
Dimensionally reduced flow models in fractured porous media: crossings and boundaries,Computational Geosciences,,,,10.1007/s10596-015-9536-1,Nicolas SchwenckBernd FlemischRainer HelmigBarbara I. Wohlmuth,2015,https://link.springer.com/article/10.1007/s10596-015-9536-1,Article
A Bayesian framework for the validation of models for subsurface flows: synthetic experiments,Computational Geosciences,,,,10.1007/s10596-015-9538-z,M. AkbarabadiM. BorgesA. JanF. PereiraM. Piri,2015,https://link.springer.com/article/10.1007/s10596-015-9538-z,Article
Compositional flow modeling using a multi-point flux mixed finite element method,Computational Geosciences,,,,10.1007/s10596-015-9535-2,Gurpreet SinghMary F. Wheeler,2015,https://link.springer.com/article/10.1007/s10596-015-9535-2,Article
Staggered scheme for the Exner–shallow water equations,Computational Geosciences,,,,10.1007/s10596-015-9533-4,P. H. GunawanR. EymardS. R. Pudjaprasetya,2015,https://link.springer.com/article/10.1007/s10596-015-9533-4,Article
Model order reduction in porous media flow simulation using quadratic bilinear formulation,Computational Geosciences,,,,10.1007/s10596-015-9529-0,Mohammadreza GhasemiEduardo Gildin,2015,https://link.springer.com/article/10.1007/s10596-015-9529-0,Article
Extension of the Henry semi-analytical solution for saltwater intrusion in stratified domains,Computational Geosciences,,,,10.1007/s10596-015-9534-3,Anis YounesMarwan Fahs,2015,https://link.springer.com/article/10.1007/s10596-015-9534-3,Article
An improved multiscale method for life-cycle production optimization,Computational Geosciences,,,,10.1007/s10596-015-9530-7,Diego F. B. OliveiraAlbert C. ReynoldsJan Dirk Jansen,2015,https://link.springer.com/article/10.1007/s10596-015-9530-7,Article
Efficiency of a two-step upscaling method for permeability evaluation at Darcy and pore scales,Computational Geosciences,,,,10.1007/s10596-015-9531-6,Pierre HorgueRomain GuibertHervé GrossPatrice CreuxGérald Debenest,2015,https://link.springer.com/article/10.1007/s10596-015-9531-6,Article
Multiphase flow modeling with density functional method,Computational Geosciences,,,,10.1007/s10596-015-9527-2,Oleg DinarievNikolay Evseev,2015,https://link.springer.com/article/10.1007/s10596-015-9527-2,Article
Effect of time stepping strategy on adjoint-based production optimization,Computational Geosciences,,,,10.1007/s10596-015-9528-1,O. VolkovD. V. Voskov,2015,https://link.springer.com/article/10.1007/s10596-015-9528-1,Article
Gradient-based multi-objective optimization with applications to waterflooding optimization,Computational Geosciences,,,,10.1007/s10596-015-9523-6,Xin LiuAlbert C. Reynolds,2015,https://link.springer.com/article/10.1007/s10596-015-9523-6,Article
Particle tracking approach for transport in three-dimensional discrete fracture networks,Computational Geosciences,,,,10.1007/s10596-015-9525-4,Nataliia MakedonskaScott L. PainterQuan M. BuiCarl W. GableSatish Karra,2015,https://link.springer.com/article/10.1007/s10596-015-9525-4,Article
Constraint handling for gradient-based optimization of compositional reservoir flow,Computational Geosciences,,,,10.1007/s10596-015-9524-5,Drosos KourounisOlaf Schenk,2015,https://link.springer.com/article/10.1007/s10596-015-9524-5,Article
Microbial enhanced oil recovery—a modeling study of the potential of spore-forming bacteria,Computational Geosciences,,,,10.1007/s10596-015-9526-3,S. M. NielsenI. NesterovA. A. Shapiro,2015,https://link.springer.com/article/10.1007/s10596-015-9526-3,Article
Population-based sampling methods for geological well testing,Computational Geosciences,,,,10.1007/s10596-015-9522-7,Hamidreza HamdiYasin HajizadehMario Costa Sousa,2015,https://link.springer.com/article/10.1007/s10596-015-9522-7,Article
"Non-isothermal, multi-phase, multi-component flows through deformable methane hydrate reservoirs",Computational Geosciences,,,,10.1007/s10596-015-9520-9,Shubhangi GuptaRainer HelmigBarbara Wohlmuth,2015,https://link.springer.com/article/10.1007/s10596-015-9520-9,Article
Spatiotemporal adaptive multiphysics simulations of drainage-imbibition cycles,Computational Geosciences,,,,10.1007/s10596-015-9521-8,Pavel TominIvan Lunati,2015,https://link.springer.com/article/10.1007/s10596-015-9521-8,Article
Hydrogenization of underground storage of natural gas,Computational Geosciences,,,,10.1007/s10596-015-9515-6,B. HagemannM. RasoulzadehM. PanfilovL. GanzerV. Reitenbach,2015,https://link.springer.com/article/10.1007/s10596-015-9515-6,Article
A general framework for the simulation of geochemical compaction,Computational Geosciences,,,,10.1007/s10596-015-9518-3,Bianca GiovanardiAnna ScottiLuca FormaggiaPaolo Ruffo,2015,https://link.springer.com/article/10.1007/s10596-015-9518-3,Article
Ensemble-based multi-scale history-matching using second-generation wavelet transform,Computational Geosciences,,,,10.1007/s10596-015-9517-4,Théophile GentilhommeDean S. OliverTrond MannsethGuillaume CaumonRémi MoyenPhilippe Doyen,2015,https://link.springer.com/article/10.1007/s10596-015-9517-4,Article
Reconstruction of spatial data using isometric mapping and multiple-point statistics,Computational Geosciences,,,,10.1007/s10596-015-9519-2,Ting ZhangYi DuTao HuangYuan Peng,2015,https://link.springer.com/article/10.1007/s10596-015-9519-2,Article
Monotone multiscale finite volume method,Computational Geosciences,,,,10.1007/s10596-015-9506-7,Yixuan WangHadi HajibeygiHamdi A. Tchelepi,2015,https://link.springer.com/article/10.1007/s10596-015-9506-7,Article
Robust optimization of subsurface flow using polynomial chaos and response surface surrogates,Computational Geosciences,,,,10.1007/s10596-015-9516-5,Masoud BabaeiAli AlkhatibIndranil Pan,2015,https://link.springer.com/article/10.1007/s10596-015-9516-5,Article
Value of information in closed-loop reservoir management,Computational Geosciences,,,,10.1007/s10596-015-9509-4,E. G. D. BarrosP. M. J. Van den HofJ. D. Jansen,2015,https://link.springer.com/article/10.1007/s10596-015-9509-4,Article
"Reservoir uncertainty tolerant, proactive control of intelligent wells",Computational Geosciences,,,,10.1007/s10596-015-9513-8,Morteza Haghighat SefatAhmed H. ElsheikhKhafiz M. MuradovDavid R. Davies,2015,https://link.springer.com/article/10.1007/s10596-015-9513-8,Article
Multilevel and local time-stepping discontinuous Galerkin methods for magma dynamics,Computational Geosciences,,,,10.1007/s10596-015-9514-7,S. TirupathiJ. S. HesthavenY. LiangM. Parmentier,2015,https://link.springer.com/article/10.1007/s10596-015-9514-7,Article
Large deformation failure analysis of the soil slope based on the material point method,Computational Geosciences,,,,10.1007/s10596-015-9512-9,Peng HuangShun-li LiHu GuoZhi-ming Hao,2015,https://link.springer.com/article/10.1007/s10596-015-9512-9,Article
Bridging between macroscopic behavior of shale gas reservoirs and confined fluids in nanopores,Computational Geosciences,,,,10.1007/s10596-015-9511-x,Tien Dung LeMarcio A. MuradPatricia A. PereiraClaude Boutin,2015,https://link.springer.com/article/10.1007/s10596-015-9511-x,Article
Phase-state identification bypass method for three-phase thermal compositional simulation,Computational Geosciences,,,,10.1007/s10596-015-9510-y,R. ZaydullinD. V. VoskovH. A. Tchelepi,2015,https://link.springer.com/article/10.1007/s10596-015-9510-y,Article
Highly gravity-driven flow of a NAPL in water-saturated porous media using the discontinuous Galerkin finite-element method with a generalised Godunov scheme,Computational Geosciences,,,,10.1007/s10596-015-9494-7,Lauriane SchneiderRaphaël di Chiara RoupertGerhard SchäferPhilippe Helluy,2015,https://link.springer.com/article/10.1007/s10596-015-9494-7,Article
Analytical expressions for three-phase generalized relative permeabilities in water- and oil-wet capillary tubes,Computational Geosciences,,,,10.1007/s10596-015-9508-5,Emanuela Bianchi JanettiMonica RivaAlberto Guadagnini,2015,https://link.springer.com/article/10.1007/s10596-015-9508-5,Article
Multi-objective optimization for rapid and robust optimal oilfield development under geological uncertainty,Computational Geosciences,,,,10.1007/s10596-015-9507-6,Yuqing ChangZyed BouzarkounaDeepak Devegowda,2015,https://link.springer.com/article/10.1007/s10596-015-9507-6,Article
Ensemble level upscaling for compositional flow simulation,Computational Geosciences,,,,10.1007/s10596-015-9503-x,Hangyu LiLouis J. Durlofsky,2015,https://link.springer.com/article/10.1007/s10596-015-9503-x,Article
A uranium bioremediation reactive transport benchmark,Computational Geosciences,,,,10.1007/s10596-015-9474-y,Steven B. YabusakiSevinç S. ŞengörYilin Fang,2015,https://link.springer.com/article/10.1007/s10596-015-9474-y,Article
Reactive transport benchmarks for subsurface environmental simulation,Computational Geosciences,,,,10.1007/s10596-015-9499-2,Carl I. SteefelSteven B. YabusakiK. Ulrich Mayer,2015,https://link.springer.com/article/10.1007/s10596-015-9499-2,Article
The single-cell transport problem for two-phase flow with polymer,Computational Geosciences,,,,10.1007/s10596-015-9502-y,Xavier RaynaudKnut-Andreas LieHalvor Møll NilsenAtgeirr Rasmussen,2015,https://link.springer.com/article/10.1007/s10596-015-9502-y,Article
Reduced-order multiscale modeling of nonlinear <i>p</i>-Laplacian flows in high-contrast media,Computational Geosciences,,,,10.1007/s10596-015-9504-9,M. PreshoS. Ye,2015,https://link.springer.com/article/10.1007/s10596-015-9504-9,Article
High-resolution finite element methods for 3D simulation of compositionally triggered instabilities in porous media,Computational Geosciences,,,,10.1007/s10596-015-9501-z,Ebrahim ShahraeeniJoachim MoortgatAbbas Firoozabadi,2015,https://link.springer.com/article/10.1007/s10596-015-9501-z,Article
Comprehensive framework for gradient-based optimization in closed-loop reservoir management,Computational Geosciences,,,,10.1007/s10596-015-9496-5,Vladislav BukshtynovOleg VolkovLouis J. DurlofskyKhalid Aziz,2015,https://link.springer.com/article/10.1007/s10596-015-9496-5,Article
Assessment of ordered sequential data assimilation,Computational Geosciences,,,,10.1007/s10596-015-9492-9,Kristian FossumTrond Mannseth,2015,https://link.springer.com/article/10.1007/s10596-015-9492-9,Article
Updating joint uncertainty in trend and depositional scenario for reservoir exploration and early appraisal,Computational Geosciences,,,,10.1007/s10596-015-9491-x,Céline ScheidtPejman TahmasebiMarco PontiggiaAndrea Da PraJef Caers,2015,https://link.springer.com/article/10.1007/s10596-015-9491-x,Article
A volume-conserving representation of cell faces in corner point grids,Computational Geosciences,,,,10.1007/s10596-015-9500-0,Per RøeRagnar Hauge,2015,https://link.springer.com/article/10.1007/s10596-015-9500-0,Article
Benchmark problems for reactive transport modeling of the generation and attenuation of acid rock drainage,Computational Geosciences,,,,10.1007/s10596-015-9476-9,K. Ulrich MayerPeter Alt-EppingDiederik JacquesBhavna AroraCarl I. Steefel,2015,https://link.springer.com/article/10.1007/s10596-015-9476-9,Article
Statistical scaling of geometric characteristics in stochastically generated pore microstructures,Computational Geosciences,,,,10.1007/s10596-015-9493-8,Jeffrey D. HymanAlberto GuadagniniC. Larrabee Winter,2015,https://link.springer.com/article/10.1007/s10596-015-9493-8,Article
Solver preconditioning using the combinatorial multilevel method on reservoir simulation,Computational Geosciences,,,,10.1007/s10596-015-9485-8,Yuhe WangJohn E. Killough,2015,https://link.springer.com/article/10.1007/s10596-015-9485-8,Article
Data assimilation and uncertainty assessment for complex geological models using a new PCA-based parameterization,Computational Geosciences,,,,10.1007/s10596-015-9483-x,Hai X. VoLouis J. Durlofsky,2015,https://link.springer.com/article/10.1007/s10596-015-9483-x,Article
Dual-continuum multicomponent reactive transport with <i>n</i>th-order solute transfer terms for structured porous media,Computational Geosciences,,,,10.1007/s10596-015-9477-8,Liange ZhengJavier Samper,2015,https://link.springer.com/article/10.1007/s10596-015-9477-8,Article
Modelling in-situ upgrading of heavy oil using operator splitting method,Computational Geosciences,,,,10.1007/s10596-015-9495-6,Julien MaesAnn H. MuggeridgeMatthew D. JacksonMichel QuintardAlexandre Lapene,2015,https://link.springer.com/article/10.1007/s10596-015-9495-6,Article
Multilayer perceptrons as function approximators for analytical solutions of the diffusion equation,Computational Geosciences,,,,10.1007/s10596-015-9488-5,Laura D. Campisi,2015,https://link.springer.com/article/10.1007/s10596-015-9488-5,Article
Reservoir management optimization using well-specific upscaling and control switching,Computational Geosciences,,,,10.1007/s10596-015-9497-4,Stein KrogstadXavier RaynaudHalvor Møll Nilsen,2015,https://link.springer.com/article/10.1007/s10596-015-9497-4,Article
A reactive transport benchmark on modeling biogenic uraninite re-oxidation by Fe(III)-(hydr)oxides,Computational Geosciences,,,,10.1007/s10596-015-9480-0,S. Sevinç ŞengörK. Ulrich MayerJanek GreskowiakChristoph WannerDanyang SuHenning Prommer,2015,https://link.springer.com/article/10.1007/s10596-015-9480-0,Article
